x,y,wl,wr
352.3901857,-128.4786542,5.173499538,5.167656733
353.3690134,-128.6832874,5.196183771,5.190210552
354.3491291,-128.8817181,5.203778801,5.199710883
355.3313447,-129.0694718,5.196759981,5.194624209
356.3149746,-129.2496777,5.184814471,5.183667966
357.2987955,-129.4288282,5.175808323,5.174265888
358.2821411,-129.6105761,5.170244269,5.168319599
359.2652649,-129.7935172,5.165125418,5.163081275
360.2484268,-129.9762535,5.158849302,5.1569538
361.2317465,-130.1581394,5.151843346,5.150116995
362.2151863,-130.3393742,5.145111539,5.14356617
363.1987638,-130.5198609,5.139367459,5.138123762
364.1825833,-130.6990235,5.135035719,5.134295803
365.1667793,-130.8761054,5.132417579,5.132325872
366.151344,-131.0511268,5.131369882,5.131688674
367.1360805,-131.2251783,5.131063645,5.131465125
368.1207921,-131.3993707,5.130708226,5.130951205
369.1054071,-131.5741089,5.129968286,5.130116861
370.0899945,-131.7490023,5.129037124,5.129199582
371.074618,-131.9236921,5.128057844,5.128300014
372.0592912,-132.0981012,5.127066723,5.127345433
373.0439736,-132.2724591,5.125992436,5.126247151
374.0286345,-132.4469378,5.124826699,5.125049096
375.0132913,-132.6214402,5.123699788,5.123966429
375.9979974,-132.7956638,5.122816857,5.123209728
376.9828129,-132.969268,5.122398061,5.123028288
377.9678098,-133.1418402,5.122778302,5.123763844
378.9530646,-133.3129335,5.124387756,5.125848526
379.9385944,-133.4824361,5.127412477,5.129247169
380.9243006,-133.6509093,5.131346913,5.133350355
381.9100591,-133.8190764,5.135365342,5.137342154
382.8958019,-133.9873355,5.138873803,5.140819104
383.8815813,-134.1553799,5.141678667,5.143735964
384.8675108,-134.3225417,5.143663458,5.145988155
385.8536842,-134.488258,5.14460959,5.147272618
386.840088,-134.652598,5.144587172,5.147449804
387.8265875,-134.8163625,5.144020773,5.146893329
388.8130667,-134.9802489,5.143430758,5.146244339
389.799516,-135.1443152,5.143203647,5.146054872
390.7860139,-135.3080891,5.143575869,5.146576797
391.7725609,-135.4715669,5.144381979,5.147345296
392.7590166,-135.6355949,5.144576677,5.147209315
393.7452154,-135.8011601,5.14277305,5.144809944
394.731085,-135.9686752,5.138544592,5.140069162
395.7166523,-136.1379591,5.133475215,5.134568658
396.7018918,-136.3091404,5.12984146,5.130550256
397.6867694,-136.4823919,5.128861733,5.129163638
398.6713021,-136.6575932,5.129994269,5.129957279
399.655575,-136.8342475,5.132223473,5.131924255
400.6396721,-137.0118792,5.134888372,5.134431912
401.623677,-137.1900207,5.137765725,5.137250826
402.6076678,-137.3682397,5.14072972,5.140252941
403.5916926,-137.5462711,5.143659048,5.143220062
404.5757392,-137.724182,5.146406427,5.145965799
405.5597818,-137.9021153,5.148797313,5.148318432
406.5438087,-138.0801348,5.151028724,5.150544963
407.5278333,-138.2581675,5.153826931,5.153397743
408.5118772,-138.4360932,5.157981376,5.157690237
409.4960582,-138.613259,5.163124139,5.16322188
410.480626,-138.7882633,5.167670964,5.16843828
411.4658168,-138.9597237,5.170040734,5.171691864
412.4516696,-139.1273377,5.169940734,5.172293351
413.4379843,-139.292211,5.168068811,5.170867517
414.4245653,-139.4554837,5.165082692,5.168095716
415.4112736,-139.6179853,5.161447613,5.164568119
416.3980356,-139.7801602,5.157565844,5.160705827
417.3847865,-139.9424031,5.153798753,5.156898517
418.3715052,-140.1048414,5.150206781,5.15328309
419.3582127,-140.2673474,5.146662281,5.149740034
420.3449258,-140.4298202,5.143076059,5.146168937
421.3316472,-140.5922421,5.139448376,5.142547004
422.3183669,-140.754674,5.135835996,5.138928347
423.3050791,-140.9171521,5.132262116,5.135348431
424.2917904,-141.0796355,5.12867858,5.131777608
425.2785189,-141.2420137,5.124990009,5.128124714
426.2652713,-141.4042477,5.121197832,5.124350901
427.2520136,-141.5665426,5.117515287,5.120616445
428.2386896,-141.7292401,5.114221128,5.117201629
429.2252329,-141.8927402,5.111677074,5.114426486
430.2115424,-142.0576453,5.110396118,5.11276911
431.1974866,-142.2247192,5.110998771,5.112836168
432.1830057,-142.3942841,5.113542499,5.114919162
433.1682332,-142.5655348,5.117237744,5.118412511
434.1533986,-142.7371423,5.121040295,5.122281541
435.1386542,-142.9082311,5.124429245,5.125794524
436.1239853,-143.0788846,5.127506637,5.128903822
437.109313,-143.2495577,5.130501015,5.131838045
438.0945823,-143.4205675,5.133454686,5.134680101
439.079768,-143.5920588,5.136189339,5.137266284
440.0648481,-143.7641548,5.138446558,5.139332598
441.0498126,-143.9369122,5.140101067,5.140819042
442.034695,-144.1101365,5.141330005,5.141971433
